name,address,rating,reviews_count,price_range,lat,lon,district,village,regency,type,phone,website,opening_hours,search_query,scraped_at,coordinate_source,precision_score
Sapulu Coffee,Kafe ·  · Jl. Panembahan Mangkurat No.10,0.0,0,Rp 25–50 rb,-7.80701,110.3667512,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 22.00,cafe  dekat keraton yogyakarta,2025-08-28T14:30:51.242347,extract_from_url,0.9
HSCO. Had Some Coffee.,Kedai Kopi · Jl. Pekapalan,0.0,0,Rp 25–50 rb,-7.802682,110.3636682,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 22.00,cafe  dekat keraton yogyakarta,2025-08-28T14:30:51.490417,extract_from_url,0.9
Lunaria Coffee Yogyakarta,Kedai Kopi ·  · Jl. Gedongkiwo No.29,0.0,0,Rp 25–50 rb,-7.8137018,110.3540593,,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 23.00,cafe  dekat keraton yogyakarta,2025-08-28T14:30:51.495552,extract_from_url,0.9
Mamahké Jogja,"Kafe · KT 1 329 Kraton, Jl. Taman",0.0,0,Rp 25–50 rb,-7.8110569,110.3604807,Yogyakarta,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 22.00,cafe  dekat keraton yogyakarta,2025-08-28T14:30:51.497498,extract_from_url,0.9
Solaria - Bandara Internasional Yogyakarta,,0.0,0,Rp 25–75 rb,-7.8991921,110.059172,,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 21.00,cafe  dekat yogyakarta international airport,2025-08-28T14:31:13.258407,extract_from_url,0.9
Kopi NYIA,Rumah Makan ·  · Jl. Wates - Purworejo No.Km. 10,0.0,0,Rp 25–50 rb,-7.8871402,110.0787396,,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 22.00,cafe  dekat yogyakarta international airport,2025-08-28T14:31:13.264618,extract_from_url,0.9
Kafi:n YIA Yogyakarta International Airport,,0.0,0,,-7.899826,110.0594454,,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 20.00,cafe  dekat yogyakarta international airport,2025-08-28T14:31:13.333526,extract_from_url,0.9
Starbucks Kulon Progo Airport,"Kedai Kopi ·  · Bandar Udara Internasional Yogyakarta, Jl. Wates - Purworejo No.Km, RW.42",0.0,0,$$,-7.9000051,110.0585588,,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 19.30,cafe  dekat yogyakarta international airport,2025-08-28T14:31:13.335565,extract_from_url,0.9
Jolla Coffee & Eatery,,0.0,0,,-7.8878421,110.0747439,,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 20.00,cafe  dekat yogyakarta international airport,2025-08-28T14:31:13.468231,extract_from_url,0.9
Parking Coffee,,0.0,0,Rp 25–50 rb,-7.8965111,110.0603704,,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 20.00,cafe  dekat yogyakarta international airport,2025-08-28T14:31:13.527172,extract_from_url,0.9
Roti'O - Yogyakarta International Airport,,0.0,0,Rp 25–50 rb,-7.8991623,110.059625,,,Yogyakarta,Modern,,,,cafe  dekat yogyakarta international airport,2025-08-28T14:31:13.572907,extract_from_url,0.9
Loko Cafe - Malioboro,"Kafe · Komp. Ps. Kembang, Jl. Ps. Kembang",0.0,0,Rp 25–50 rb,-7.7897901,110.3657681,Yogyakarta,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 23.00,cafe  malioboro,2025-08-28T14:31:36.230552,extract_from_url,0.9
Sellie Coffee Malioboro,,0.0,0,Rp 25–50 rb,-7.7939257,110.3654873,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 23.30,cafe  malioboro,2025-08-28T14:31:36.411349,extract_from_url,0.9
Karta Coffee & Eatery,"Kafe · Karta Coffee & Eatery, Jl. Malioboro. 52-58, Suryatmajan, Danurejan Plaza Malioboro, Lt. 1 Unit 13-16",0.0,0,Rp 25–50 rb,-7.7936271,110.3658864,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 22.00,cafe  malioboro,2025-08-28T14:31:36.413230,extract_from_url,0.9
Azen Coffee Malioboro,Kedai Kopi · Jl. Suryatmajan No.39,0.0,0,Rp 25–50 rb,-7.7964764,110.3678926,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 00.00,cafe  malioboro,2025-08-28T14:31:36.415257,extract_from_url,0.9
LAJU MALIOBORO,Kedai Kopi · Jl. Ps. Kembang No.95,0.0,0,Rp 1–25.000,-7.7897405,110.3645237,Yogyakarta,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 21.00,cafe  malioboro,2025-08-28T14:31:36.459998,extract_from_url,0.9
Selonjor Coffee Lor Malioboro,"Kafe · Jl. P. Mangkubumi No.51, RW.001",0.0,0,Rp 1–50.000,-7.7863923,110.3664651,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 00.00,cafe  malioboro,2025-08-28T14:31:36.614276,extract_from_url,0.9
Kala Jumpa Bar & Dine,Kafe ·  · Jl. Malioboro No.42,0.0,0,Rp 50–75 rb,-7.793899,110.3658441,Yogyakarta,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 23.30,cafe  malioboro,2025-08-28T14:31:36.722167,extract_from_url,0.9
Samasta coffee,,0.0,0,Rp 25–50 rb,-7.7422727,110.4048259,Sleman,,Sleman,Coffee Shop,,,Buka ⋅ Tutup pukul 00.00,cafe  sleman,2025-08-28T14:32:00.259612,extract_from_url,0.9
Heum coffee & space,Kafe · Jl. Ring Road Utara No.274,0.0,0,Rp 25–50 rb,-7.7599673,110.4054851,Sleman,,Sleman,Coffee Shop,,,Buka ⋅ Tutup pukul 23.00,cafe  sleman,2025-08-28T14:32:00.308060,extract_from_url,0.9
Kaktus Coffee Place,"Kedai Kopi ·  · Jl. Gondang Raya No.4-5, RT.08/RW.63",0.0,0,Rp 25–50 rb,-7.756383,110.3932267,Sleman,,Sleman,Coffee Shop,,,Buka ⋅ Tutup pukul 23.00,cafe  sleman,2025-08-28T14:32:00.309917,extract_from_url,0.9
Jempolan Coffee & Eatery,Kedai Kopi · Jl. Sidoasih No.3A,0.0,0,Rp 25–50 rb,-7.7341524,110.399428,Sleman,,Sleman,Coffee Shop,,,Buka ⋅ Tutup pukul 23.00,cafe  sleman,2025-08-28T14:32:00.311641,extract_from_url,0.9
Warmindo Cafe Bunga Teteh,"Kafe ·  · 6CX5+WFQ, Jl. Persatuan Condongcatur No.91B",0.0,0,Rp 1–25.000,-7.7502156,110.4085941,Sleman,,Sleman,Modern,,,Buka 24 jam,cafe  sleman,2025-08-28T14:32:00.497178,extract_from_url,0.9
Alayya cafe & resto,Kedai Kopi · Jl. Garuda No.200,0.0,0,Rp 25–50 rb,-7.7543849,110.3989207,Sleman,,Sleman,Cafe & Restaurant,,,Buka ⋅ Tutup pukul 00.00,cafe  sleman,2025-08-28T14:32:00.582418,extract_from_url,0.9
Qamari Coffee & Eatery,Kafe · Jl. Affandi No.30,0.0,0,Rp 25–50 rb,-7.7620109,110.3939408,Sleman,,Sleman,Coffee Shop,,,Buka ⋅ Tutup pukul 22.00,cafe  sleman,2025-08-28T14:32:00.584414,extract_from_url,0.9
TETRA Coffee & Eatery - Yogyakarta // Terra Coffee,Kedai Kopi · Jl. Sagan Baru III No.5,0.0,0,Rp 25–50 rb,-7.780238,110.3779041,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 23.00,cafe  yogyakarta,2025-08-28T14:32:22.503046,extract_from_url,0.9
Sunset Coffee & Eatery,Kedai Kopi · Jl. Nologaten,0.0,0,Rp 25–50 rb,-7.7739888,110.4011155,Sleman,,Sleman,Coffee Shop,,,Buka ⋅ Tutup pukul 00.30,cafe  yogyakarta,2025-08-28T14:32:22.508335,extract_from_url,0.9
Jeeva Yogyakarta,Kedai Kopi · Jl. Suhartono No.2,0.0,0,Rp 50–75 rb,-7.7848923,110.3754035,Yogyakarta,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 22.00,cafe  yogyakarta,2025-08-28T14:32:22.534018,extract_from_url,0.9
Legend Coffee,Kafe ·  · Jl. Abu Bakar Ali No.24-26,0.0,0,Rp 25–50 rb,-7.7881602,110.372794,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 01.00,cafe  yogyakarta,2025-08-28T14:32:22.556964,extract_from_url,0.9
Blanco Coffee and Books,Kedai Kopi ·  · Jl. Kranggan No.30,0.0,0,Rp 25–50 rb,-7.7813975,110.3648099,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 00.00,cafe  yogyakarta,2025-08-28T14:32:22.752058,extract_from_url,0.9
Nyore Coffee & Space,Kafe · Jl. Margo Utomo No.79,0.0,0,Rp 25–50 rb,-7.7852247,110.3665953,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 00.00,cafe  yogyakarta,2025-08-28T14:32:22.798169,extract_from_url,0.9
Dippo Coffee and Eatery,,0.0,0,Rp 1–25.000,-7.875425,110.3484552,Bantul,,Bantul,Coffee Shop,,,Buka ⋅ Tutup pukul 23.00,cafe best bantul,2025-08-28T14:32:42.005436,extract_from_url,0.9
Toska Kahve Roastery (Bantul),Kedai Kopi · Jl. Kh Wahid Hasyim No.24,0.0,0,Rp 25–50 rb,-7.8922198,110.3253968,Bantul,,Bantul,Roastery,,,Buka ⋅ Tutup pukul 00.00,cafe best bantul,2025-08-28T14:32:42.180070,extract_from_url,0.9
Koping Cafe,Kafe · Jl. Brigjen Katamso No.75,0.0,0,,-7.8058723,110.3694758,Yogyakarta,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 21.30,cafe best dekat keraton yogyakarta,2025-08-28T14:33:03.329431,extract_from_url,0.9
Water castle cafe,Kafe ·  · Jl. Polowijan,0.0,0,Rp 25–50 rb,-7.8087025,110.3599949,,,Yogyakarta,Modern,,,Segera tutup ⋅ 15.30 ⋅ Buka Jum pukul 09.00,cafe best dekat keraton yogyakarta,2025-08-28T14:33:03.454256,extract_from_url,0.9
Hallatourism & Cafe,,0.0,0,,-7.8974433,110.0598808,,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 18.00,cafe best dekat yogyakarta international airport,2025-08-28T14:33:23.473819,extract_from_url,0.9
Yu Djum 167 Resto & Coffee,Kafe ·  · Jl. Wates - Purworejo,0.0,0,Rp 25–50 rb,-7.8866541,110.0555241,,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 21.00,cafe best dekat yogyakarta international airport,2025-08-28T14:33:23.547769,extract_from_url,0.9
"Kepala Djenggot Resto - Yogyakarta International Airport, Kulon Progo","Restoran · Yogyakarta International Airport (YIA), Jl. Wates - Purworejo No.Km, RW.42",0.0,0,Rp 25–50 rb,-7.9000407,110.0589346,,,Yogyakarta,Cafe & Restaurant,,,Buka ⋅ Tutup pukul 18.00,cafe best dekat yogyakarta international airport,2025-08-28T14:33:23.665739,extract_from_url,0.9
Mossa Coffee,Kedai Kopi · Jl. Wijaya Kusuma No.234,0.0,0,Rp 1–25.000,-7.7531587,110.4089242,Sleman,,Sleman,Coffee Shop,,,Buka ⋅ Tutup pukul 00.00,cafe best sleman,2025-08-28T14:34:05.829295,extract_from_url,0.9
Cuena Coffee House,Kedai Kopi ·  · Perumahan Darussalam III No.C14,0.0,0,Rp 25–50 rb,-7.7503658,110.4130005,Sleman,,Sleman,Coffee Shop,,,Buka ⋅ Tutup pukul 21.30,cafe best sleman,2025-08-28T14:34:05.871514,extract_from_url,0.9
Obie Cafe & Space,Kedai Kopi · Jl. Pogung Raya,0.0,0,Rp 25–50 rb,-7.7565308,110.3749286,Sleman,,Sleman,Modern,,,Buka ⋅ Tutup pukul 00.00,cafe best sleman,2025-08-28T14:34:05.903533,extract_from_url,0.9
KAFE basabasi Concat,Kafe ·  · Jl. Sukoharjo No.1i,0.0,0,Rp 1–25.000,-7.749623,110.3990531,Sleman,,Sleman,Modern,,,Buka ⋅ Tutup pukul 02.00,cafe best sleman,2025-08-28T14:34:05.990927,extract_from_url,0.9
Five Seven Coffee & Billiard,"Kafe ·  · Jl. Perumnas, Dabag, Condongcatur",0.0,0,Rp 25–50 rb,-7.7708374,110.405329,Sleman,,Sleman,Coffee Shop,,,Buka ⋅ Tutup pukul 03.00,cafe best sleman,2025-08-28T14:34:06.137019,extract_from_url,0.9
Silol Kopi & Eatery,Kafe · Jl. Suroto,0.0,0,Rp 25–50 rb,-7.7845616,110.3744526,Yogyakarta,,Yogyakarta,Modern,,,Buka 24 jam,cafe best yogyakarta,2025-08-28T14:34:27.305277,extract_from_url,0.9
Tanamera Coffee Yogyakarta,Kafe · Jl. Jend. Sudirman No.3,0.0,0,Rp 50–75 rb,-7.7825783,110.3676083,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 22.00,cafe best yogyakarta,2025-08-28T14:34:27.392866,extract_from_url,0.9
Simetri Coffee Roaster,Kedai Kopi · Jl. Sabirin No.20,0.0,0,Rp 25–50 rb,-7.784344,110.3740934,Yogyakarta,,Yogyakarta,Roastery,,,Buka ⋅ Tutup pukul 22.45,cafe best yogyakarta,2025-08-28T14:34:27.394891,extract_from_url,0.9
Tekoff Coffee and Roastery,Kedai Kopi ·  · Jalan Sagan Timur GK 5 1053B,0.0,0,Rp 25–50 rb,-7.7800063,110.3787621,Yogyakarta,,Yogyakarta,Roastery,,,Buka ⋅ Tutup pukul 20.00,cafe best yogyakarta,2025-08-28T14:34:27.558284,extract_from_url,0.9
Roaster And Bear Restaurant,Kafe ·  · Jl. P. Mangkubumi No.52,0.0,0,$$,-7.7844667,110.3670383,Yogyakarta,,Yogyakarta,Roastery,,,Buka ⋅ Tutup pukul 22.00,cafe best yogyakarta,2025-08-28T14:34:27.560235,extract_from_url,0.9
Sinom Coffee & Space,Kedai Kopi · Jl. Bugisan Selatan No.95,0.0,0,Rp 1–25.000,-7.8225102,110.3477073,Bantul,,Bantul,Coffee Shop,,,Buka ⋅ Tutup pukul 22.00,cafe buat nugas bantul,2025-08-28T14:34:50.168574,extract_from_url,0.9
Kopi Dari Hati & Toast Rooftop Bantul,Kedai Kopi · Jl. Jend. Sudirman No.60,0.0,0,Rp 1–25.000,-7.8861122,110.3304266,Bantul,,Bantul,Modern,,,Buka ⋅ Tutup pukul 22.00,cafe buat nugas bantul,2025-08-28T14:34:50.255957,extract_from_url,0.9
Memoria Cafe & Event Space,Kafe ·  · Jl. Srandakan No.RT 04,0.0,0,Rp 25–50 rb,-7.9092186,110.2970206,,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 22.00,cafe buat nugas bantul,2025-08-28T14:34:50.530073,extract_from_url,0.9
Teman Bicara Cafe,,0.0,0,Rp 1–25.000,-7.8524714,110.3901368,Bantul,,Bantul,Modern,,,Buka ⋅ Tutup pukul 23.00,cafe buat nugas bantul,2025-08-28T14:34:50.534543,extract_from_url,0.9
Ruang JAKA Coffee & Free Wifi,Kedai Kopi ·  · Jl. Polowijan No.17B,0.0,0,Rp 25–50 rb,-7.8078105,110.3588526,,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 23.00,cafe buat nugas dekat keraton yogyakarta,2025-08-28T14:35:11.462663,extract_from_url,0.9
Hidjau Coffee & Mart,Kafe · Jl. KH. Ahmad Dahlan No.132,0.0,0,Rp 25–50 rb,-7.8009776,110.3567648,,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 23.00,cafe buat nugas dekat keraton yogyakarta,2025-08-28T14:35:11.570344,extract_from_url,0.9
Wombats Coffee Wijilan,Kedai Kopi ·  · Jl. Wijilan No.24,0.0,0,Rp 25–50 rb,-7.8051989,110.3666182,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 22.00,cafe buat nugas dekat keraton yogyakarta,2025-08-28T14:35:11.788251,extract_from_url,0.9
Coffee Deeen,Kedai Kopi · Gg. Mangga III No.7j,0.0,0,Rp 1–50.000,-7.7808612,110.4101998,,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 22.00,cafe buat nugas dekat yogyakarta international airport,2025-08-28T14:35:34.134691,extract_from_url,0.9
Analog Coffee Jogja,Kedai Kopi ·  · Jl. Wulung No.14,0.0,0,Rp 25–50 rb,-7.7764064,110.3951015,Sleman,,Sleman,Coffee Shop,,,Buka ⋅ Tutup pukul 23.00,cafe buat nugas dekat yogyakarta international airport,2025-08-28T14:35:34.386483,extract_from_url,0.9
Roti'O Coffee,"Kafe · Bandar Udara Internasional Yogyakarta, Jl. Wates - Purworejo No.Km, RW.42",0.0,0,Rp 25–75 rb,-7.8998796,110.05808,,,Yogyakarta,Coffee Shop,,,,cafe buat nugas dekat yogyakarta international airport,2025-08-28T14:35:34.491989,extract_from_url,0.9
BelajaR Ngopi Yogyakarta,"Kedai Kopi · Jl. Hayam Wuruk No.14, RW.001",0.0,0,,-7.795797,110.3727691,Yogyakarta,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 22.00,cafe buat nugas malioboro,2025-08-28T14:35:56.575383,extract_from_url,0.9
Noren Coffee & Roastery,Kedai Kopi · Jl. Sosrokusuman No.178-109,0.0,0,Rp 1–25.000,-7.7938604,110.3666938,Yogyakarta,,Yogyakarta,Roastery,,,Buka ⋅ Tutup pukul 23.30,cafe buat nugas malioboro,2025-08-28T14:35:56.668159,extract_from_url,0.9
Sacaluna Coffee,Kedai Kopi · Jl. Sidomulyo No.10a,0.0,0,Rp 25–50 rb,-7.7397471,110.3988953,Sleman,,Sleman,Coffee Shop,,,Tutup ⋅ Buka pukul 16.00,cafe buat nugas sleman,2025-08-28T14:36:20.138610,extract_from_url,0.9
Lantai Bumi,Kedai Kopi ·  · Jl. Pogung Baru,0.0,0,Rp 25–50 rb,-7.7596891,110.3763809,Sleman,,Sleman,Modern,,,Buka ⋅ Tutup pukul 00.00,cafe buat nugas sleman,2025-08-28T14:36:20.195212,extract_from_url,0.9
Bolivar Coffee,Kedai Kopi · Jl. Sepakbola No.03,0.0,0,Rp 25–50 rb,-7.7631191,110.4058353,Sleman,,Sleman,Coffee Shop,,,Buka ⋅ Tutup pukul 01.00,cafe buat nugas sleman,2025-08-28T14:36:20.300606,extract_from_url,0.9
CLBK Kopi Gejayan,Kedai Kopi · Jl. Affandi No.25 B,0.0,0,,-7.7715823,110.389749,Sleman,,Sleman,Modern,,,Buka ⋅ Tutup pukul 23.00,cafe buat nugas sleman,2025-08-28T14:36:20.389777,extract_from_url,0.9
Peacockoffie Palagan,Kedai Kopi ·  · Jl. Palagan Tentara Pelajar No.61C,0.0,0,Rp 25–50 rb,-7.7433221,110.3740697,Sleman,,Sleman,Modern,,,Buka 24 jam,cafe buat nugas sleman,2025-08-28T14:36:20.412216,extract_from_url,0.9
Peachy Coffee & Work Space,Kedai Kopi · Jl. Taman Siswa No.108 C,0.0,0,Rp 25–50 rb,-7.8128071,110.3764875,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 23.00,cafe buat nugas yogyakarta,2025-08-28T14:36:43.898070,extract_from_url,0.9
Dummin Coffee & Space UKDW,"Kedai Kopi · Jl. Dr. Wahidin Sudirohusodo No.34, RT.14/RW.04",0.0,0,Rp 25–50 rb,-7.7862167,110.3788211,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka 24 jam,cafe buat nugas yogyakarta,2025-08-28T14:36:44.054091,extract_from_url,0.9
Vito Cafe - Cokroaminoto,Kedai Kopi · Jl. HOS Cokroaminoto No.80,0.0,0,,-7.7941673,110.3533172,,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 03.00,cafe buat nugas yogyakarta,2025-08-28T14:36:44.147528,extract_from_url,0.9
Bale Raos - The Sultan's Dishes,Indonesia ·  · Jl. Magangan Kulon No.1,0.0,0,$$,-7.8084895,110.3630646,Yogyakarta,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 22.00,cafe buka 24 jam keraton yogyakarta,2025-08-28T14:37:42.613459,extract_from_url,0.9
Gadri Resto,Indonesia · Jl. Rotowijayan No.5,0.0,0,$$$,-7.806415,110.3628006,Yogyakarta,,Yogyakarta,Cafe & Restaurant,,,Buka ⋅ Tutup pukul 20.00,cafe buka 24 jam keraton yogyakarta,2025-08-28T14:37:42.777123,extract_from_url,0.9
Cup Of Java Yogyakarta,"Kedai Kopi · Kampung Taman Kt No.1 / 425, RT.36/RW.09",0.0,0,$$,-7.8095143,110.3588413,,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 18.00,cafe buka 24 jam keraton yogyakarta,2025-08-28T14:37:42.778897,extract_from_url,0.9
Old Town White Coffee - YIA,,0.0,0,Rp 50–75 rb,-7.8996875,110.0576875,,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 19.00,cafe buka 24 jam yogyakarta international airport,2025-08-28T14:38:19.060044,extract_from_url,0.9
Dorpie Coffee,Kafe · Jl. Imogiri Barat No.KM 7,0.0,0,Rp 25–50 rb,-7.859847,110.3747034,Bantul,,Bantul,Coffee Shop,,,Buka ⋅ Tutup pukul 22.30,cafe cozy bantul,2025-08-28T14:39:43.540594,extract_from_url,0.9
Passion Coffee,Kedai Kopi · Jl. Kenanga No.7,0.0,0,Rp 25–50 rb,-7.8419918,110.322742,Bantul,,Bantul,Coffee Shop,,,Buka ⋅ Tutup pukul 20.00,cafe cozy bantul,2025-08-28T14:39:43.635295,extract_from_url,0.9
Dei Story Coffee,"Kedai Kopi · 38WC+4F2, Jl. Kh Wahid Hasyim",0.0,0,Rp 1–25.000,-7.9047274,110.3211312,Bantul,,Bantul,Coffee Shop,,,Buka ⋅ Tutup pukul 22.00,cafe cozy bantul,2025-08-28T14:39:43.843415,extract_from_url,0.9
Kopine Eyang,Kafe · Jl. Panembahan,0.0,0,Rp 1–25.000,-7.8062808,110.3672986,Yogyakarta,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 23.30,cafe cozy dekat keraton yogyakarta,2025-08-28T14:40:06.811721,extract_from_url,0.9
Kovi_Fresh Brewed Coffe YIA,,0.0,0,,-7.9021415,110.0652036,,,Yogyakarta,Modern,,,Segera tutup ⋅ 15.00 ⋅ Buka Jum pukul 08.00,cafe cozy dekat yogyakarta international airport,2025-08-28T14:40:29.951585,extract_from_url,0.9
Civet Coffee Malioboro,Kedai Kopi · Jl. Ps. Kembang No.35,0.0,0,Rp 1–25.000,-7.7900113,110.3640733,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 23.30,cafe cozy malioboro,2025-08-28T14:40:52.789459,extract_from_url,0.9
C28 Social Space - Malioboro,Kedai Kopi · Jl. Kemetiran Lor No.6,0.0,0,Rp 25–50 rb,-7.7913378,110.3613557,Yogyakarta,,Yogyakarta,Modern,,,Buka 24 jam,cafe cozy malioboro,2025-08-28T14:40:52.895995,extract_from_url,0.9
Podomoro coffee,Kafe · Jl. Malioboro No.32,0.0,0,,-7.7939933,110.3658194,Yogyakarta,,Yogyakarta,Coffee Shop,,,Tutup ⋅ Buka pukul 20.00,cafe cozy malioboro,2025-08-28T14:40:53.100938,extract_from_url,0.9
Stay Lounge,Kafe · Jl. Wijaya Kusuma,0.0,0,Rp 25–50 rb,-7.7525205,110.4094343,Sleman,,Sleman,Modern,,,Buka ⋅ Tutup pukul 23.00,cafe cozy sleman,2025-08-28T14:41:14.905959,extract_from_url,0.9
Raya's Coffee & Roastery,Kedai Kopi · Gang Sulawesi VIII No.2 Sariharjo,0.0,0,Rp 25–50 rb,-7.7496983,110.3801879,Sleman,,Sleman,Roastery,,,Buka ⋅ Tutup pukul 23.00,cafe cozy sleman,2025-08-28T14:41:15.213037,extract_from_url,0.9
Carani Coffee & Eatery,Kedai Kopi · Jl. Wijaya Kusuma,0.0,0,Rp 25–50 rb,-7.7527783,110.4090282,Sleman,,Sleman,Coffee Shop,,,Tutup ⋅ Buka pukul 16.00,cafe cozy sleman,2025-08-28T14:41:15.215261,extract_from_url,0.9
JogJazz Kitchen and Cafe,Restoran · Jl. Munggur No.50,0.0,0,Rp 25–50 rb,-7.785136,110.3882895,Yogyakarta,,Yogyakarta,Cafe & Restaurant,,,Buka ⋅ Tutup pukul 22.00,cafe cozy yogyakarta,2025-08-28T14:41:38.639233,extract_from_url,0.9
Sisi Selatan Coffee and eatery,Kedai Kopi · Jl. Ngeksigondo No.54,0.0,0,Rp 25–50 rb,-7.8205136,110.3995047,Bantul,,Bantul,Coffee Shop,,,Buka ⋅ Tutup pukul 22.30,cafe cozy yogyakarta,2025-08-28T14:41:38.856220,extract_from_url,0.9
